Date,Stock_Position,Vega_Hedge_Position,Cash,Option_Value,Vega_Hedge_Value,Portfolio_Value,PnL,Vega_Main,Vega_Hedge,IV
2026-01-08,15.966332092731108,92.27754508342728,-384413.92449089343,47920.0,24275.349591757094,5099.805714652626,-94720.19428534737,36.83094045747257,34.86725978996345,0.116512336534984
2026-01-09,15.966332092731108,92.27754508342728,-384413.92449089343,36820.0,17379.93154671186,6214.104093059286,-93605.89590694071,36.25991407277449,31.32508860255752,0.11480531965048488
2026-01-12,15.966332092731108,92.27754508342728,-384413.92449089343,40465.0,19285.516862685938,6182.288626350957,-93637.71137364904,35.31314863395186,31.638681404851862,0.11617481964459005
2026-01-13,15.966332092731108,92.27754508342728,-384413.92449089343,35020.0,15614.350777227417,7030.873596118632,-92789.12640388137,34.76524490717158,29.68818433023318,0.11071045017552543
2026-01-14,15.966332092731108,92.27754508342728,-384413.92449089343,32055.0,14063.194615663522,7379.763083969563,-92440.23691603044,34.02774323592751,28.086475513155424,0.11300518766326396
2026-01-16,15.966332092731108,92.27754508342728,-384413.92449089343,32700.0,14355.72437378258,7486.324889754644,-92333.67511024536,33.30145781941613,27.696604580231405,0.11510469303926638
2026-01-19,15.966332092731108,92.27754508342728,-384413.92449089343,25280.0,10028.367145692731,8841.03241337106,-90978.96758662895,31.03219857923887,23.423368173052804,0.11287086577662098
2026-01-20,15.966332092731108,92.27754508342728,-384413.92449089343,15635.0,5840.370609712299,8661.92064865653,-91158.07935134348,25.922860106988274,16.83687345493682,0.12237974468496012
2026-01-21,15.966332092731108,92.27754508342728,-384413.92449089343,13855.000000000002,5081.597457713402,8485.672589702835,-91334.32741029716,24.24226431985158,15.230008938653562,0.12528286034045594
2026-01-22,15.966332092731108,92.27754508342728,-384413.92449089343,17135.0,6548.0204080143385,8786.037909081359,-91033.96209091865,26.01768858903206,17.393343702122007,0.1265600836394197
2026-01-23,15.966332092731108,92.27754508342728,-384413.92449089343,11990.0,4373.580616115237,7904.720499810872,-91915.27950018912,21.783501453475115,13.267458508430598,0.13293172424581504
2026-01-27,15.966332092731108,92.27754508342728,-384413.92449089343,14435.0,5448.2620301144625,8558.134506563758,-91261.86549343624,22.15177996875054,14.186224846525999,0.14162385015077197
2026-01-28,15.966332092731108,92.27754508342728,-384413.92449089343,13644.999999999998,4392.970134719656,10964.808286887512,-88855.1917131125,22.804034241031374,13.58722704540139,0.12167805712195913
2026-01-29,15.966332092731108,92.27754508342728,-384413.92449089343,15150.0,4921.2126741349475,11203.887015164262,-88616.11298483574,23.430289998180914,14.399612404677184,0.12171335983186714
2026-01-30,15.966332092731108,92.27754508342728,-384413.92449089343,12195.0,3731.391990173539,11400.374203092058,-88419.62579690795,21.187528461328046,12.031635528565129,0.1234830871932585
2026-02-01,15.966332092731108,92.27754508342728,-384413.92449089343,4940.0,1343.766356756791,8361.220917354858,-91458.77908264514,12.30184421938233,5.562735425508547,0.139431207682387
2026-02-02,15.966332092731108,92.27754508342728,-384413.92449089343,5230.0,1148.8178157091736,12074.619400090902,-87745.3805999091,13.811792652988858,5.5436119257685315,0.11894952900906612
2026-02-03,15.966332092731108,92.27754508342728,-384413.92449089343,20255.0,6076.045465069813,12181.728206520598,-87638.2717934794,23.94968257173199,15.954807179769439,0.11399977141482692
2026-02-04,15.966332092731108,92.27754508342728,-384413.92449089343,19650.0,5305.4712917099405,12789.722823053555,-87030.27717694645,23.632259654832747,15.240593149417927,0.10647232042855742
